,train_img_path,train_anno_path
186,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_19_mask.tif
187,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_20_mask.tif
188,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_21_mask.tif
189,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_22_mask.tif
190,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_23_mask.tif
191,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_24_mask.tif
192,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_25_mask.tif
193,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_26_mask.tif
194,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_27_mask.tif
195,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_28_mask.tif
196,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_29_mask.tif
197,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_30_mask.tif
198,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5871_19941206/TCGA_DU_5871_19941206_31_mask.tif
199,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_32_mask.tif
200,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_33_mask.tif
201,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_34_mask.tif
202,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_35_mask.tif
203,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_36_mask.tif
204,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_37.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_37_mask.tif
205,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_38.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_38_mask.tif
206,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_39.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_39_mask.tif
207,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_40.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_40_mask.tif
208,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_41.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_41_mask.tif
209,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_42.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_42_mask.tif
210,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_43.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_43_mask.tif
211,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_44.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_44_mask.tif
212,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_45.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_45_mask.tif
213,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_46.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_46_mask.tif
214,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_47.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_47_mask.tif
215,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_48.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_48_mask.tif
216,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_49.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_49_mask.tif
217,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_50.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_50_mask.tif
218,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_51.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_51_mask.tif
219,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_52.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_52_mask.tif
220,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_20_mask.tif
221,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_21_mask.tif
222,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_22_mask.tif
223,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_23_mask.tif
224,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_24_mask.tif
225,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_25_mask.tif
226,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_26_mask.tif
227,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_27_mask.tif
228,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_13_mask.tif
229,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_14_mask.tif
230,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_15_mask.tif
231,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_16_mask.tif
232,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_17_mask.tif
233,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_18_mask.tif
234,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_19_mask.tif
235,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_20_mask.tif
236,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_21_mask.tif
237,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_22_mask.tif
238,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_23_mask.tif
239,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_24_mask.tif
240,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_25_mask.tif
241,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_26_mask.tif
242,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_27_mask.tif
243,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_28_mask.tif
244,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_29_mask.tif
245,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_30_mask.tif
246,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_31_mask.tif
247,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_16_mask.tif
248,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_17_mask.tif
249,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_18_mask.tif
250,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_19_mask.tif
251,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_20_mask.tif
252,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_21_mask.tif
253,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_22_mask.tif
254,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_23_mask.tif
255,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_24_mask.tif
256,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_25_mask.tif
257,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_26_mask.tif
258,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_27_mask.tif
259,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_28_mask.tif
260,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_29_mask.tif
261,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_30_mask.tif
262,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_31_mask.tif
263,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_32_mask.tif
264,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6400_19830518/TCGA_DU_6400_19830518_33_mask.tif
265,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_19_mask.tif
266,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_20_mask.tif
267,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_21_mask.tif
268,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_22_mask.tif
269,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_23_mask.tif
270,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_24_mask.tif
271,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_25_mask.tif
272,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_DU_6401_19831001/TCGA_DU_6401_19831001_26_mask.tif
